Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Thu, Sep 6",12:45pm,CHF,Low Impact Expected,Unemployment Rate,2.7%,2.7%,2.7%
"Thu, Sep 6",1:00pm,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,12.3%,18.8%,
"Thu, Sep 6",2:00pm,CHF,Low Impact Expected,Foreign Currency Reserves,47B,46B,
"Thu, Sep 6",3:30pm,GBP,High Impact Expected,Manufacturing Production m/m,-0.3%,0.2%,0.1%
"Thu, Sep 6",3:30pm,GBP,Low Impact Expected,Industrial Production m/m,-0.1%,0.2%,0.0%
"Thu, Sep 6",4:06pm,EUR,Low Impact Expected,French 10-y Bond Auction,4.35|2.3,4.67|3.6,
"Thu, Sep 6",5:00pm,EUR,Medium Impact Expected,German Factory Orders m/m,-7.1%,-2.2%,5.1%
"Thu, Sep 6",6:00pm,GBP,High Impact Expected,MPC Rate Statement,,,
"Thu, Sep 6",6:00pm,GBP,High Impact Expected,Official Bank Rate,5.75%,5.75%,5.75%
"Thu, Sep 6",6:45pm,EUR,Medium Impact Expected,Main Refinancing Rate,4.00%,4.00%,4.00%
"Thu, Sep 6",7:30pm,CAD,Medium Impact Expected,Building Permits m/m,-11.3%,-3.2%,0.1%
"Thu, Sep 6",7:30pm,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Sep 6",7:30pm,USD,Medium Impact Expected,Revised Nonfarm Productivity q/q,2.6%,2.4%,1.8%
"Thu, Sep 6",7:30pm,USD,Medium Impact Expected,Unemployment Claims,318K,325K,337K
"Thu, Sep 6",7:30pm,USD,Low Impact Expected,Revised Unit Labor Costs q/q,1.4%,1.6%,2.1%
"Thu, Sep 6",9:00pm,CAD,High Impact Expected,Ivey PMI,58.5,56.9,54.6
"Thu, Sep 6",9:00pm,USD,High Impact Expected,ISM Services PMI,55.8,54.5,55.8
"Thu, Sep 6",9:00pm,USD,Medium Impact Expected,Mortgage Delinquencies,5.12%,4.84%,
"Thu, Sep 6",9:30pm,USD,Low Impact Expected,Crude Oil Inventories,-4.0M,-2.1M,-3.5M
"Thu, Sep 6",9:30pm,USD,Low Impact Expected,Natural Gas Storage,36B,44B,43B
"Thu, Sep 6",10:30pm,USD,Medium Impact Expected,FOMC Member Kroszner Speaks,,,
"Fri, Sep 7",6:01am,GBP,Low Impact Expected,NIESR GDP Estimate,0.7%,0.8%,
"Fri, Sep 7",6:30am,AUD,Low Impact Expected,AIG Construction Index,48.4,48.8,
"Fri, Sep 7",12:00pm,JPY,Low Impact Expected,Leading Indicators,70.0%,70.0%,72.7%
"Fri, Sep 7",1:00pm,EUR,Low Impact Expected,German Trade Balance,16.5B,15.5B,15.0B
"Fri, Sep 7",1:45pm,EUR,Low Impact Expected,French Gov Budget Balance,-47.4B,-29.7B,
"Fri, Sep 7",1:50pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Fri, Sep 7",5:00pm,EUR,Medium Impact Expected,German Industrial Production m/m,0.1%,0.8%,-0.2%
"Fri, Sep 7",6:00pm,CAD,High Impact Expected,Employment Change,23.3K,15.3K,11.3K
"Fri, Sep 7",6:00pm,CAD,High Impact Expected,Unemployment Rate,6.0%,6.1%,6.0%
"Fri, Sep 7",7:30pm,USD,High Impact Expected,Non-Farm Employment Change,-4K,110K,68K
"Fri, Sep 7",7:30pm,USD,High Impact Expected,Unemployment Rate,4.6%,4.6%,4.6%
"Fri, Sep 7",7:30pm,USD,Medium Impact Expected,Average Hourly Earnings m/m,0.3%,0.3%,0.3%
"Fri, Sep 7",9:00pm,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.2%,0.5%,0.3%
"Sat, Sep 8",8:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Mon, Sep 10",5:45am,NZD,High Impact Expected,PPI Input q/q,1.3%,1.1%,-1.5%
"Mon, Sep 10",5:45am,NZD,Low Impact Expected,PPI Output q/q,1.2%,1.1%,-0.2%
"Mon, Sep 10",6:50am,JPY,Medium Impact Expected,Final GDP q/q,-0.3%,-0.2%,0.1%
"Mon, Sep 10",6:50am,JPY,Low Impact Expected,Bank Lending y/y,0.5%,0.3%,
"Mon, Sep 10",6:50am,JPY,Low Impact Expected,Final GDP Price Index y/y,-0.3%,-0.3%,-0.3%
"Mon, Sep 10",6:50am,JPY,Low Impact Expected,M2 Money Stock y/y,1.8%,2.0%,2.0%
"Mon, Sep 10",8:30am,AUD,Medium Impact Expected,Home Loans m/m,-4.1%,-2.0%,0.8%
"Mon, Sep 10",9:00am,CNY,Medium Impact Expected,PPI y/y,2.6%,2.5%,2.4%
"Mon, Sep 10",12:00pm,JPY,Low Impact Expected,Economy Watchers Sentiment,44.1,44.3,44.7
"Mon, Sep 10",1:45pm,EUR,Medium Impact Expected,French Industrial Production m/m,1.3%,0.4%,-0.6%
"Mon, Sep 10",3:30pm,EUR,Low Impact Expected,Sentix Investor Confidence,18.1,18.6,26.3
"Mon, Sep 10",3:30pm,GBP,High Impact Expected,PPI Input m/m,-0.5%,-0.3%,-0.8%
"Mon, Sep 10",3:30pm,GBP,Low Impact Expected,ONS HPI y/y,12.4%,11.5%,12.1%
"Mon, Sep 10",3:30pm,GBP,Low Impact Expected,PPI Output m/m,0.1%,0.2%,0.3%
"Mon, Sep 10",6:45pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Tue, Sep 11",2:00am,USD,Low Impact Expected,Consumer Credit m/m,7.5B,8.8B,11.9B
"Tue, Sep 11",5:45am,NZD,Low Impact Expected,Overseas Trade Index q/q,0.6%,3.5%,1.6%
"Tue, Sep 11",6:30am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Tue, Sep 11",6:50am,JPY,Medium Impact Expected,Core Machinery Orders m/m,17.0%,5.2%,-10.4%
"Tue, Sep 11",8:30am,AUD,Low Impact Expected,NAB Business Confidence,10,12,
"Tue, Sep 11",9:00am,CNY,Medium Impact Expected,CPI y/y,6.5%,5.8%,5.6%
"Tue, Sep 11",11:00am,CNY,High Impact Expected,USD-Denominated Trade Balance,25.0B,25.6B,24.4B
"Tue, Sep 11",1:00pm,EUR,Low Impact Expected,German WPI m/m,0.5%,0.4%,0.4%
"Tue, Sep 11",1:45pm,EUR,Low Impact Expected,French Trade Balance,-3.3B,-3.0B,-3.1B
"Tue, Sep 11",All Day,All,Medium Impact Expected,OPEC Meetings,,,
"Tue, Sep 11",3:30pm,GBP,Medium Impact Expected,Goods Trade Balance,-7.1B,-6.4B,-6.5B
"Tue, Sep 11",6:30pm,USD,Low Impact Expected,NFIB Small Business Index,96.3,97.6,
"Tue, Sep 11",7:15pm,CAD,High Impact Expected,Housing Starts,227K,220K,216K
"Tue, Sep 11",7:30pm,CAD,High Impact Expected,Trade Balance,3.7B,5.0B,4.3B
"Tue, Sep 11",7:30pm,CAD,Low Impact Expected,NHPI m/m,0.9%,0.5%,0.7%
"Tue, Sep 11",7:30pm,USD,High Impact Expected,Trade Balance,-59.2B,-59.0B,-59.4B
"Tue, Sep 11",9:00pm,USD,Low Impact Expected,JOLTS Job Openings,4.23M,4.28M,
"Tue, Sep 11",9:00pm,USD,Low Impact Expected,RCM/TIPP Economic Optimism,48.2,47.0,49.5
"Tue, Sep 11",9:05pm,EUR,High Impact Expected,ECB President Trichet Speaks,,,
"Tue, Sep 11",9:30pm,GBP,Low Impact Expected,CB Leading Index m/m,-0.2%,0.2%,
"Tue, Sep 11",10:00pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Wed, Sep 12",5:47am,NZD,Low Impact Expected,FPI m/m,-0.1%,1.2%,
"Wed, Sep 12",6:30am,AUD,Low Impact Expected,RBA Annual Report,,,
"Wed, Sep 12",6:50am,JPY,Low Impact Expected,Current Account,1.75T,1.90T,2.05T
"Wed, Sep 12",6:50am,JPY,Low Impact Expected,PPI y/y,1.9%,1.7%,2.1%
"Wed, Sep 12",7:30am,AUD,Low Impact Expected,Westpac Consumer Sentiment,4.2%,-8.1%,
"Wed, Sep 12",9:00am,CNY,Medium Impact Expected,New Loans,303B,231B,
"Wed, Sep 12",9:00am,CNY,Low Impact Expected,M2 Money Supply y/y,18.1%,18.2%,18.5%
"Wed, Sep 12",9:00am,CNY,Low Impact Expected,Retail Sales y/y,17.1%,16.5%,16.4%
"Wed, Sep 12",12:00pm,JPY,Low Impact Expected,Consumer Confidence,44.0,44.0,44.4
"Wed, Sep 12",3:30pm,GBP,High Impact Expected,Average Earnings Index 3m/y,3.5%,3.4%,3.4%
"Wed, Sep 12",3:30pm,GBP,Medium Impact Expected,Claimant Count Change,-4.2K,-8.0K,-6.7K
"Wed, Sep 12",3:30pm,GBP,Low Impact Expected,Unemployment Rate,5.4%,5.4%,5.4%
"Wed, Sep 12",4:00pm,EUR,Medium Impact Expected,Industrial Production m/m,0.6%,0.2%,0.0%
"Wed, Sep 12",9:30pm,USD,Low Impact Expected,Crude Oil Inventories,-7.0M,-2.7M,-4.0M
"Thu, Sep 13",4:00am,NZD,High Impact Expected,Official Cash Rate,8.25%,8.25%,8.25%
"Thu, Sep 13",4:00am,NZD,High Impact Expected,RBNZ Press Conference,,,
"Thu, Sep 13",4:00am,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Thu, Sep 13",4:00am,NZD,Medium Impact Expected,RBNZ Monetary Policy Statement,,,
"Thu, Sep 13",5:45am,NZD,High Impact Expected,Core Retail Sales m/m,0.2%,0.3%,-0.5%
"Thu, Sep 13",5:45am,NZD,High Impact Expected,Retail Sales m/m,0.0%,0.3%,-0.4%
"Thu, Sep 13",6:01am,GBP,Medium Impact Expected,RICS House Price Balance,-2%,10%,11%
"Thu, Sep 13",7:30am,AUD,Low Impact Expected,MI Inflation Expectations,3.1%,3.8%,
"Thu, Sep 13",8:30am,AUD,Low Impact Expected,Housing Starts q/q,-4.0%,-0.4%,-1.1%
"Thu, Sep 13",9:00am,CNY,High Impact Expected,Industrial Production y/y,17.5%,17.9%,18.0%
"Thu, Sep 13",9:20am,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,12.8%,12.9%,
"Thu, Sep 13",1:45pm,EUR,Low Impact Expected,French Final CPI m/m,0.4%,0.3%,-0.2%
"Thu, Sep 13",1:45pm,EUR,Low Impact Expected,French Final Private Payrolls q/q,0.3%,0.0%,0.0%
"Thu, Sep 13",3:00pm,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
"Thu, Sep 13",3:30pm,GBP,Medium Impact Expected,Consumer Inflation Expectations,2.7%,2.7%,
"Thu, Sep 13",5:00pm,EUR,Low Impact Expected,Final Employment Change q/q,0.5%,0.6%,
"Thu, Sep 13",7:00pm,CHF,High Impact Expected,Libor Rate,2.75%,2.75%,2.50%
"Thu, Sep 13",7:00pm,CHF,High Impact Expected,SNB Monetary Policy Assessment,,,
"Thu, Sep 13",7:30pm,CAD,Low Impact Expected,Capacity Utilization Rate,83.0%,83.3%,82.8%
"Thu, Sep 13",7:30pm,USD,Medium Impact Expected,Unemployment Claims,319K,325K,315K
"Thu, Sep 13",9:30pm,USD,Low Impact Expected,Natural Gas Storage,64B,61B,36B
"Fri, Sep 14",12:00am,USD,Medium Impact Expected,10-y Bond Auction,4.49|3.0,4.86|2.3,
"Fri, Sep 14",1:00am,USD,Medium Impact Expected,Federal Budget Balance,-117.0B,-85.2B,-36.3B
"Fri, Sep 14",5:45am,NZD,Low Impact Expected,Manufacturing Sales q/q,1.7%,0.8%,
"Fri, Sep 14",7:00am,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,55.7,54.8,
"Fri, Sep 14",9:00am,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,26.7%,26.5%,26.6%
"Fri, Sep 14",11:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,-0.4%,-0.4%,-0.4%
"Fri, Sep 14",1:00pm,EUR,Low Impact Expected,German Final CPI m/m,-0.1%,-0.1%,-0.1%
"Fri, Sep 14",3:00pm,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.4%,0.1%,-0.6%
"Fri, Sep 14",4:00pm,EUR,Medium Impact Expected,Final Core CPI y/y,1.9%,1.9%,1.9%
"Fri, Sep 14",4:00pm,EUR,Low Impact Expected,Final CPI y/y,1.7%,1.8%,1.8%
"Fri, Sep 14",5:20pm,GBP,Low Impact Expected,Rightmove HPI m/m,-2.6%,0.6%,
"Fri, Sep 14",7:30pm,CAD,Medium Impact Expected,Labor Productivity q/q,0.2%,0.4%,0.7%
"Fri, Sep 14",7:30pm,CAD,Medium Impact Expected,Manufacturing Sales m/m,2.3%,1.0%,-2.0%
"Fri, Sep 14",7:30pm,USD,High Impact Expected,Core Retail Sales m/m,-0.4%,0.2%,0.7%
"Fri, Sep 14",7:30pm,USD,High Impact Expected,Retail Sales m/m,0.3%,0.6%,0.5%
"Fri, Sep 14",7:30pm,USD,Medium Impact Expected,Current Account,-191B,-190B,-197B
"Fri, Sep 14",7:30pm,USD,Medium Impact Expected,Import Prices m/m,-0.3%,0.4%,1.3%
"Fri, Sep 14",8:15pm,USD,Medium Impact Expected,Capacity Utilization Rate,82.2%,82.0%,82.2%
"Fri, Sep 14",8:15pm,USD,Medium Impact Expected,Industrial Production m/m,0.2%,0.3%,0.5%
"Fri, Sep 14",9:00pm,USD,High Impact Expected,Prelim UoM Consumer Sentiment,83.8,83.5,83.4
"Fri, Sep 14",9:00pm,USD,Medium Impact Expected,Business Inventories m/m,0.5%,0.3%,0.4%
"Fri, Sep 14",9:00pm,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.1%,3.2%,
"Sun, Sep 16",All Day,EUR,Low Impact Expected,Greek Parliamentary Election,,,
"Mon, Sep 17",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, Sep 17",1:50pm,USD,Low Impact Expected,Treasury Sec Paulson Speaks,,,
"Mon, Sep 17",4:00pm,EUR,Low Impact Expected,Trade Balance,-0.6B,4.0B,4.4B
"Mon, Sep 17",5:00pm,EUR,Medium Impact Expected,German Buba Monthly Report,,,
"Mon, Sep 17",7:30pm,CAD,Medium Impact Expected,Foreign Securities Purchases,1.50B,-1.54B,-4.33B
"Mon, Sep 17",7:30pm,USD,Medium Impact Expected,Empire State Manufacturing Index,14.7,18.0,25.1
"Mon, Sep 17",10:00pm,CHF,Medium Impact Expected,SNB Chairman Roth Speaks,,,
"Mon, Sep 17",11:45pm,USD,Low Impact Expected,Treasury Sec Paulson Speaks,,,
"Tue, Sep 18",6:50am,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,-0.5%,-0.4%,0.1%
"Tue, Sep 18",10:10am,AUD,Medium Impact Expected,RBA Gov Stevens Speaks,,,
"Tue, Sep 18",2:15pm,CHF,Medium Impact Expected,Industrial Production q/q,6.7%,5.2%,-4.7%
"Tue, Sep 18",3:30pm,GBP,High Impact Expected,CPI y/y,1.8%,1.9%,1.9%
"Tue, Sep 18",3:30pm,GBP,Medium Impact Expected,Core CPI y/y,1.8%,1.8%,1.7%
"Tue, Sep 18",3:30pm,GBP,Medium Impact Expected,RPI y/y,4.1%,3.9%,3.8%
"Tue, Sep 18",4:00pm,EUR,Medium Impact Expected,German ZEW Economic Sentiment,-18.1,-16.0,-6.9
"Tue, Sep 18",4:00pm,EUR,Low Impact Expected,ZEW Economic Sentiment,-20.3,-14.0,-6.1
"Tue, Sep 18",7:30pm,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,-2.7%,-2.9%,-1.7%
"Tue, Sep 18",7:30pm,USD,High Impact Expected,PPI m/m,-1.4%,-0.2%,0.6%
"Tue, Sep 18",7:30pm,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.1%,0.1%
"Tue, Sep 18",8:00pm,USD,High Impact Expected,TIC Long-Term Purchases,19.2B,99.0B,97.3B
"Wed, Sep 19",12:00am,USD,Medium Impact Expected,NAHB Housing Market Index,20,20,22
"Wed, Sep 19",1:15am,USD,High Impact Expected,Federal Funds Rate,4.75%,5.00%,5.25%
"Wed, Sep 19",1:15am,USD,High Impact Expected,FOMC Statement,,,
"Wed, Sep 19",7:30am,AUD,Low Impact Expected,MI Leading Index m/m,0.2%,0.2%,
"Wed, Sep 19",11:21am,JPY,Medium Impact Expected,Overnight Call Rate,0.50%,0.50%,0.50%
"Wed, Sep 19",1:00pm,EUR,Low Impact Expected,German PPI m/m,0.1%,0.1%,-0.1%
"Wed, Sep 19",1:00pm,JPY,Low Impact Expected,BOJ Monthly Report,,,
"Wed, Sep 19",2:15pm,CHF,High Impact Expected,Retail Sales y/y,3.3%,5.2%,5.1%
"Wed, Sep 19",2:32pm,JPY,High Impact Expected,BOJ Press Conference,,,
"Wed, Sep 19",3:15pm,AUD,Medium Impact Expected,RBA Deputy Gov Battellino Speaks,,,
"Wed, Sep 19",3:30pm,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
"Wed, Sep 19",6:00pm,CAD,High Impact Expected,Core CPI m/m,0.1%,0.1%,0.1%
"Wed, Sep 19",6:00pm,CAD,Medium Impact Expected,CPI m/m,-0.3%,0.1%,0.1%
"Wed, Sep 19",7:30pm,CAD,Low Impact Expected,Leading Index m/m,0.3%,0.3%,0.4%
"Wed, Sep 19",7:30pm,USD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.2%
"Wed, Sep 19",7:30pm,USD,High Impact Expected,CPI y/y,2.0%,2.1%,2.4%
"Wed, Sep 19",7:30pm,USD,Medium Impact Expected,Building Permits,1.31M,1.35M,1.39M
"Wed, Sep 19",7:30pm,USD,Medium Impact Expected,CPI m/m,-0.1%,0.0%,0.1%
"Wed, Sep 19",7:30pm,USD,Medium Impact Expected,Housing Starts,1.33M,1.36M,1.37M
"Wed, Sep 19",9:30pm,USD,Medium Impact Expected,Crude Oil Inventories,-3.9M,-2.0M,-7.0M
"Thu, Sep 20",5:45am,NZD,High Impact Expected,Current Account,-2.91B,-3.28B,-2.21B
"Thu, Sep 20",6:50am,JPY,Medium Impact Expected,BSI Manufacturing Index,7.7,1.0,-2.2
"Thu, Sep 20",8:30am,AUD,Medium Impact Expected,HIA New Home Sales m/m,-8.6%,1.5%,
"Thu, Sep 20",8:30am,AUD,Medium Impact Expected,RBA Financial Stability Review,,,
"Thu, Sep 20",8:30am,AUD,Low Impact Expected,RBA Bulletin,,,
"Thu, Sep 20",12:30pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Thu, Sep 20",1:15pm,CHF,Low Impact Expected,Trade Balance,0.64B,0.95B,1.51B
"Thu, Sep 20",2:15pm,CHF,Medium Impact Expected,PPI m/m,0.3%,0.1%,0.1%
"Thu, Sep 20",3:00pm,EUR,Low Impact Expected,Italian Quarterly Unemployment Rate,6.0%,6.2%,6.2%
"Thu, Sep 20",3:30pm,GBP,High Impact Expected,Retail Sales m/m,0.6%,0.0%,0.7%
"Thu, Sep 20",3:30pm,GBP,Low Impact Expected,M4 Money Supply m/m,1.2%,0.9%,1.1%
"Thu, Sep 20",3:45pm,GBP,High Impact Expected,Monetary Policy Report Hearings,,,
"Thu, Sep 20",4:00pm,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-26.7,-5.1,
"Thu, Sep 20",5:00pm,GBP,Medium Impact Expected,CBI Industrial Order Expectations,6,5,9
"Thu, Sep 20",7:30pm,CAD,Medium Impact Expected,Wholesale Sales m/m,2.0%,0.5%,0.1%
"Thu, Sep 20",7:30pm,USD,Medium Impact Expected,Unemployment Claims,311K,320K,320K
"Thu, Sep 20",9:00pm,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
"Thu, Sep 20",9:00pm,USD,Low Impact Expected,CB Leading Index m/m,-0.6%,-0.1%,0.7%
"Thu, Sep 20",9:30pm,USD,Low Impact Expected,Natural Gas Storage,63B,66B,64B
"Thu, Sep 20",11:00pm,USD,Medium Impact Expected,Philly Fed Manufacturing Index,10.9,3.0,0.0
"Fri, Sep 21",5:45am,NZD,Low Impact Expected,Visitor Arrivals m/m,3.8%,-1.7%,
"Fri, Sep 21",6:50am,JPY,Low Impact Expected,All Industries Activity m/m,-0.4%,-0.3%,0.2%
"Fri, Sep 21",8:30am,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,-1.9%,0.5%,
"Fri, Sep 21",10:00am,NZD,Low Impact Expected,Credit Card Spending y/y,8.4%,7.8%,
"Fri, Sep 21",3:00pm,EUR,Medium Impact Expected,Flash Manufacturing PMI,53.2,54.0,54.3
"Fri, Sep 21",3:00pm,EUR,Low Impact Expected,Current Account,1.7B,3.7B,7.3B
"Fri, Sep 21",3:00pm,EUR,Low Impact Expected,Flash Services PMI,54.0,57.6,58.0
"Fri, Sep 21",4:00pm,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Fri, Sep 21",7:00pm,USD,Medium Impact Expected,FOMC Member Kohn Speaks,,,
"Fri, Sep 21",7:30pm,CAD,High Impact Expected,Core Retail Sales m/m,-0.3%,0.4%,-0.2%
"Fri, Sep 21",7:30pm,CAD,Medium Impact Expected,Retail Sales m/m,-0.8%,0.0%,-1.1%
"Fri, Sep 21",10:00pm,CHF,Low Impact Expected,SNB Chairman Roth Speaks,,,
"Fri, Sep 21",10:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Sat, Sep 22",12:00am,USD,Medium Impact Expected,FOMC Member Warsh Speaks,,,
"Mon, Sep 24",6:01am,GBP,Low Impact Expected,BOE Quarterly Bulletin,,,
"Mon, Sep 24",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, Sep 24",3:30pm,GBP,Low Impact Expected,Public Sector Net Borrowing,9.1B,6.5B,-6.3B
"Mon, Sep 24",4:00pm,EUR,Medium Impact Expected,Industrial New Orders m/m,-4.0%,-2.8%,4.5%
"Mon, Sep 24",8:00pm,EUR,Medium Impact Expected,Belgian NBB Business Climate,1.5,2.5,3.3
"Mon, Sep 24",11:00pm,CHF,Medium Impact Expected,Gov Board Member Hildebrand Speaks,,,
"Mon, Sep 24",11:30pm,GBP,Medium Impact Expected,MPC Member Sentance Speaks,,,
"Tue, Sep 25",12:00am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Tue, Sep 25",6:50am,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
