Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Oct 12",9:00am,CNY,Low Impact Expected,M2 Money Supply y/y,18.5%,18.3%,18.1%
"Fri, Oct 12",10:30am,CNY,High Impact Expected,USD-Denominated Trade Balance,23.9B,21.6B,25.0B
"Fri, Oct 12",12:00pm,JPY,Low Impact Expected,Consumer Confidence,44.1,44.5,44.0
"Fri, Oct 12",1:40pm,EUR,Low Impact Expected,French Final CPI m/m,0.1%,0.2%,0.4%
"Fri, Oct 12",3:45pm,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,10.9%,12.8%,
"Fri, Oct 12",4:00pm,EUR,Medium Impact Expected,Industrial Production m/m,1.2%,0.3%,0.7%
"Fri, Oct 12",7:30pm,USD,High Impact Expected,Core Retail Sales m/m,0.4%,0.3%,-0.4%
"Fri, Oct 12",7:30pm,USD,High Impact Expected,PPI m/m,1.1%,0.5%,-1.4%
"Fri, Oct 12",7:30pm,USD,High Impact Expected,Retail Sales m/m,0.6%,0.3%,0.3%
"Fri, Oct 12",7:30pm,USD,Medium Impact Expected,Core PPI m/m,0.1%,0.2%,0.2%
"Fri, Oct 12",8:10pm,USD,Medium Impact Expected,Fed Chairman Bernanke Speaks,,,
"Fri, Oct 12",8:30pm,USD,Low Impact Expected,FOMC Member Kohn Speaks,,,
"Fri, Oct 12",9:00pm,USD,High Impact Expected,Prelim UoM Consumer Sentiment,82.0,84.0,83.4
"Fri, Oct 12",9:00pm,USD,Medium Impact Expected,Business Inventories m/m,0.1%,0.3%,0.5%
"Fri, Oct 12",9:00pm,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.0%,3.1%,
"Mon, Oct 15",4:45am,NZD,High Impact Expected,CPI q/q,0.5%,0.8%,1.0%
"Mon, Oct 15",4:45am,NZD,Low Impact Expected,FPI m/m,0.4%,-0.1%,
"Mon, Oct 15",6:01am,GBP,Low Impact Expected,Rightmove HPI m/m,2.7%,-2.6%,
"Mon, Oct 15",11:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,3.5%,3.4%,3.4%
"Mon, Oct 15",3:50pm,GBP,Medium Impact Expected,ONS HPI y/y,11.4%,11.4%,12.4%
"Mon, Oct 15",7:30pm,CAD,Low Impact Expected,Leading Index m/m,0.4%,0.3%,0.3%
"Mon, Oct 15",7:30pm,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,2.8%,2.9%,-2.4%
"Mon, Oct 15",7:30pm,USD,Medium Impact Expected,Empire State Manufacturing Index,28.8,13.0,14.7
"Tue, Oct 16",12:30am,GBP,Low Impact Expected,BOE Gov King Speaks,,,
"Tue, Oct 16",6:00am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Tue, Oct 16",10:45am,JPY,Low Impact Expected,30-y Bond Auction,2.49|3.8,2.58|3.2,
"Tue, Oct 16",1:00pm,EUR,Low Impact Expected,German Final CPI m/m,0.1%,0.2%,0.2%
"Tue, Oct 16",2:15pm,CHF,High Impact Expected,Retail Sales y/y,3.8%,2.9%,3.3%
"Tue, Oct 16",3:30pm,GBP,High Impact Expected,CPI y/y,1.8%,1.9%,1.8%
"Tue, Oct 16",3:30pm,GBP,Medium Impact Expected,Core CPI y/y,1.5%,1.8%,1.8%
"Tue, Oct 16",3:30pm,GBP,Low Impact Expected,RPI y/y,3.9%,4.0%,4.1%
"Tue, Oct 16",4:00pm,EUR,Medium Impact Expected,Final CPI y/y,2.1%,2.1%,2.1%
"Tue, Oct 16",4:00pm,EUR,Medium Impact Expected,German ZEW Economic Sentiment,-18.1,-22.0,-18.1
"Tue, Oct 16",4:00pm,EUR,Low Impact Expected,Final Core CPI y/y,1.8%,1.9%,1.9%
"Tue, Oct 16",4:00pm,EUR,Low Impact Expected,ZEW Economic Sentiment,-19.0,-24.5,-20.3
"Tue, Oct 16",7:30pm,CAD,Medium Impact Expected,Manufacturing Sales m/m,-1.7%,-0.9%,1.3%
"Tue, Oct 16",8:00pm,CAD,High Impact Expected,BOC Rate Statement,,,
"Tue, Oct 16",8:00pm,CAD,High Impact Expected,Overnight Rate,4.50%,4.50%,4.50%
"Tue, Oct 16",8:00pm,USD,High Impact Expected,TIC Long-Term Purchases,-69.3B,60.0B,19.5B
"Tue, Oct 16",8:15pm,USD,Medium Impact Expected,Capacity Utilization Rate,82.1%,82.2%,82.1%
"Tue, Oct 16",8:15pm,USD,Medium Impact Expected,Industrial Production m/m,0.1%,0.1%,0.0%
"Tue, Oct 16",10:00pm,USD,Medium Impact Expected,Treasury Sec Paulson Speaks,,,
"Wed, Oct 17",12:00am,USD,Medium Impact Expected,NAHB Housing Market Index,18,19,20
"Wed, Oct 17",6:50am,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,1.3%,1.0%,-0.4%
"Wed, Oct 17",7:30am,AUD,Low Impact Expected,MI Leading Index m/m,0.6%,0.4%,
"Wed, Oct 17",9:30am,AUD,Medium Impact Expected,Mid-Year Economic and Fiscal Outlook,,,
"Wed, Oct 17",3:30pm,GBP,High Impact Expected,Average Earnings Index 3m/y,3.7%,3.6%,3.5%
"Wed, Oct 17",3:30pm,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-1-8,0-0-9,0-0-9
"Wed, Oct 17",3:30pm,GBP,Medium Impact Expected,Claimant Count Change,-12.8K,-4.0K,-8.5K
"Wed, Oct 17",3:30pm,GBP,Low Impact Expected,Unemployment Rate,5.4%,5.4%,5.4%
"Wed, Oct 17",7:30pm,CAD,Medium Impact Expected,Wholesale Sales m/m,-2.0%,-0.5%,1.8%
"Wed, Oct 17",7:30pm,USD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.2%
"Wed, Oct 17",7:30pm,USD,High Impact Expected,CPI y/y,2.8%,2.7%,2.0%
"Wed, Oct 17",7:30pm,USD,Medium Impact Expected,Building Permits,1.23M,1.29M,1.32M
"Wed, Oct 17",7:30pm,USD,Medium Impact Expected,CPI m/m,0.3%,0.2%,-0.1%
"Wed, Oct 17",7:30pm,USD,Medium Impact Expected,Housing Starts,1.19M,1.28M,1.33M
"Wed, Oct 17",9:30pm,USD,Medium Impact Expected,Crude Oil Inventories,1.8M,0.8M,-1.7M
"Thu, Oct 18",1:00am,USD,Medium Impact Expected,Beige Book,,,
"Thu, Oct 18",8:30am,AUD,Low Impact Expected,RBA Bulletin,,,
"Thu, Oct 18",1:15pm,CHF,Low Impact Expected,Trade Balance,1.80B,1.80B,0.59B
"Thu, Oct 18",3:30pm,GBP,High Impact Expected,Retail Sales m/m,0.6%,0.1%,0.7%
"Thu, Oct 18",3:30pm,GBP,Low Impact Expected,M4 Money Supply m/m,1.0%,1.0%,1.3%
"Thu, Oct 18",3:30pm,GBP,Low Impact Expected,Public Sector Net Borrowing,6.9B,6.0B,8.8B
"Thu, Oct 18",4:00pm,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-16.0,-26.7,
"Thu, Oct 18",4:00pm,EUR,Low Impact Expected,Trade Balance,4.3B,0.2B,0.8B
"Thu, Oct 18",7:30pm,CAD,Medium Impact Expected,Foreign Securities Purchases,-3.83B,2.32B,-0.75B
"Thu, Oct 18",7:30pm,USD,Medium Impact Expected,Unemployment Claims,337K,315K,309K
"Thu, Oct 18",9:00pm,USD,Low Impact Expected,CB Leading Index m/m,0.3%,0.3%,-0.8%
"Thu, Oct 18",9:30pm,CAD,High Impact Expected,BOC Monetary Policy Report,,,
"Thu, Oct 18",9:30pm,USD,Low Impact Expected,Natural Gas Storage,39B,50B,73B
"Thu, Oct 18",10:15pm,CAD,High Impact Expected,BOC Press Conference,,,
"Thu, Oct 18",11:00pm,USD,Medium Impact Expected,Philly Fed Manufacturing Index,6.8,7.2,10.9
"Fri, Oct 19",4:00am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Fri, Oct 19",4:00am,USD,Medium Impact Expected,Fed Chairman Bernanke Speaks,,,
"Fri, Oct 19",4:45am,NZD,Low Impact Expected,Visitor Arrivals m/m,-3.2%,3.8%,
"Fri, Oct 19",6:50am,JPY,Low Impact Expected,All Industries Activity m/m,1.0%,1.1%,-0.2%
"Fri, Oct 19",8:30am,AUD,Low Impact Expected,Import Prices q/q,-0.8%,-1.0%,0.1%
"Fri, Oct 19",8:30am,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,1.8%,-1.8%,
"Fri, Oct 19",9:00am,NZD,Low Impact Expected,Credit Card Spending y/y,9.5%,8.5%,
"Fri, Oct 19",1:00pm,EUR,Low Impact Expected,German PPI m/m,0.2%,0.3%,0.1%
"Fri, Oct 19",3:30pm,GBP,High Impact Expected,Prelim GDP q/q,0.8%,0.7%,0.8%
"Fri, Oct 19",3:30pm,GBP,Low Impact Expected,Index of Services 3m/3m,1.0%,0.9%,1.0%
"Fri, Oct 19",4:00pm,EUR,Low Impact Expected,Italian Trade Balance,-0.65B,0.04B,1.81B
"Fri, Oct 19",6:00pm,CAD,High Impact Expected,Core CPI m/m,0.4%,0.2%,0.1%
"Fri, Oct 19",6:00pm,CAD,Medium Impact Expected,CPI m/m,0.2%,0.2%,-0.3%
"Fri, Oct 19",9:00pm,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Fri, Oct 19",Day 1,All,Medium Impact Expected,G7 Meetings,,,
"Sat, Oct 20",7:30pm,CAD,Low Impact Expected,Gov Council Member Jenkins Speaks,,,
"Sat, Oct 20",Day 2,All,High Impact Expected,G7 Meetings,,,
"Sat, Oct 20",Day 1,All,Low Impact Expected,IMF Meetings,,,
"Sun, Oct 21",12:00am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Sun, Oct 21",8:00am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Sun, Oct 21",Day 2,All,Low Impact Expected,IMF Meetings,,,
"Mon, Oct 22",All Day,NZD,Non-Economic,Bank Holiday,,,
"Mon, Oct 22",8:30am,AUD,High Impact Expected,PPI q/q,1.1%,0.9%,1.0%
"Mon, Oct 22",5:00pm,EUR,Medium Impact Expected,German Buba Monthly Report,,,
"Mon, Oct 22",7:15pm,USD,Low Impact Expected,FOMC Member Kroszner Speaks,,,
"Mon, Oct 22",Day 3,All,Medium Impact Expected,IMF Meetings,,,
"Tue, Oct 23",6:00am,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
"Tue, Oct 23",7:45am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Tue, Oct 23",1:45pm,EUR,Low Impact Expected,French Consumer Spending m/m,0.1%,-0.4%,0.7%
"Tue, Oct 23",3:00pm,EUR,Low Impact Expected,Italian Retail Sales m/m,0.2%,0.1%,0.0%
"Tue, Oct 23",4:00pm,EUR,Medium Impact Expected,Industrial New Orders m/m,0.3%,0.8%,-2.6%
"Tue, Oct 23",5:00pm,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-6,4,6
"Tue, Oct 23",6:45pm,GBP,Medium Impact Expected,MPC Member Barker Speaks,,,
"Tue, Oct 23",7:30pm,CAD,High Impact Expected,Core Retail Sales m/m,0.3%,0.3%,-0.4%
"Tue, Oct 23",7:30pm,CAD,Medium Impact Expected,Retail Sales m/m,0.7%,0.5%,-0.9%
"Tue, Oct 23",7:30pm,USD,Medium Impact Expected,Treasury Sec Paulson Speaks,,,
"Tue, Oct 23",9:00pm,USD,Low Impact Expected,Richmond Manufacturing Index,-5,7,14
"Wed, Oct 24",6:50am,JPY,Low Impact Expected,Trade Balance,1.03T,0.93T,1.13T
"Wed, Oct 24",8:30am,AUD,High Impact Expected,CPI q/q,0.7%,0.9%,1.2%
"Wed, Oct 24",8:30am,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,0.9%,0.8%,0.9%
"Wed, Oct 24",3:00pm,EUR,Medium Impact Expected,Flash Manufacturing PMI,51.5,53.0,53.2
"Wed, Oct 24",3:00pm,EUR,Low Impact Expected,Current Account,3.8B,2.0B,3.8B
"Wed, Oct 24",3:00pm,EUR,Low Impact Expected,Flash Services PMI,55.6,54.5,54.2
"Wed, Oct 24",9:00pm,EUR,Medium Impact Expected,Belgian NBB Business Climate,-0.1,1.3,1.5
"Wed, Oct 24",9:00pm,USD,High Impact Expected,Existing Home Sales,5.04M,5.25M,5.48M
"Wed, Oct 24",9:00pm,USD,High Impact Expected,FOMC Member Kroszner Speaks,,,
"Wed, Oct 24",9:30pm,USD,Medium Impact Expected,Crude Oil Inventories,-5.3M,1.0M,1.8M
"Wed, Oct 24",11:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Thu, Oct 25",3:00am,NZD,High Impact Expected,Official Cash Rate,8.25%,8.25%,8.25%
"Thu, Oct 25",3:00am,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Thu, Oct 25",6:01am,GBP,Low Impact Expected,BOE Financial Stability Report,,,
"Thu, Oct 25",6:50am,JPY,Low Impact Expected,SPPI y/y,1.4%,1.0%,1.0%
