Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Fri, Jan 12",12:00pm,JPY,Low Impact Expected,Economy Watchers Sentiment,48.9,49.8,48.9
"Fri, Jan 12",2:45pm,EUR,Low Impact Expected,French Final CPI m/m,0.2%,0.1%,0.1%
"Fri, Jan 12",8:30pm,USD,High Impact Expected,Core Retail Sales m/m,1.0%,0.5%,1.1%
"Fri, Jan 12",8:30pm,USD,High Impact Expected,Retail Sales m/m,0.9%,0.6%,1.0%
"Fri, Jan 12",8:30pm,USD,Medium Impact Expected,Import Prices m/m,1.1%,0.5%,0.2%
"Fri, Jan 12",10:00pm,USD,Medium Impact Expected,Business Inventories m/m,0.4%,0.4%,0.2%
"Sat, Jan 13",2:00am,USD,Medium Impact Expected,Federal Budget Balance,44.5B,25.6B,-75.6B
"Mon, Jan 15",6:30am,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.3%,0.2%,
"Mon, Jan 15",6:50am,JPY,Medium Impact Expected,Core Machinery Orders m/m,3.8%,4.2%,2.8%
"Mon, Jan 15",7:30am,AUD,Medium Impact Expected,Home Loans m/m,-0.6%,0.0%,-0.2%
"Mon, Jan 15",9:00am,CNY,Medium Impact Expected,New Loans,214B,194B,
"Mon, Jan 15",9:00am,CNY,Low Impact Expected,M2 Money Supply y/y,16.9%,16.7%,16.8%
"Mon, Jan 15",4:00pm,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.3%,0.3%,0.6%
"Mon, Jan 15",4:15pm,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,4.2%,2.1%,
"Mon, Jan 15",4:30pm,EUR,Low Impact Expected,Sentix Investor Confidence,29.5,30.2,29.1
"Mon, Jan 15",4:30pm,GBP,High Impact Expected,PPI Input m/m,0.1%,0.2%,0.1%
"Mon, Jan 15",4:30pm,GBP,Low Impact Expected,ONS HPI y/y,8.9%,9.1%,8.6%
"Mon, Jan 15",4:30pm,GBP,Low Impact Expected,PPI Output m/m,0.2%,0.0%,0.0%
"Mon, Jan 15",5:00pm,EUR,Medium Impact Expected,Industrial Production m/m,0.2%,0.6%,-0.2%
"Mon, Jan 15",All Day,USD,Non-Economic,Bank Holiday,,,
"Mon, Jan 15",8:30pm,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,3.0%,3.0%,-1.9%
"Tue, Jan 16",4:00am,NZD,High Impact Expected,NZIER Business Confidence,3,-19,
"Tue, Jan 16",6:50am,JPY,Low Impact Expected,PPI y/y,2.5%,2.5%,2.7%
"Tue, Jan 16",7:01am,GBP,Medium Impact Expected,RICS House Price Balance,37%,46%,47%
"Tue, Jan 16",11:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,0.8%,0.7%,0.7%
"Tue, Jan 16",4:30pm,GBP,High Impact Expected,CPI y/y,3.0%,2.8%,2.7%
"Tue, Jan 16",4:30pm,GBP,Medium Impact Expected,Core CPI y/y,1.8%,1.7%,1.6%
"Tue, Jan 16",4:30pm,GBP,Low Impact Expected,RPI y/y,4.4%,4.2%,3.9%
"Tue, Jan 16",5:00pm,EUR,Medium Impact Expected,German ZEW Economic Sentiment,-3.6,-12.0,-19.0
"Tue, Jan 16",5:00pm,EUR,Low Impact Expected,ZEW Economic Sentiment,-1.8,-5.0,-3.0
"Tue, Jan 16",7:00pm,GBP,Medium Impact Expected,MPC Member Sentance Speaks,,,
"Tue, Jan 16",8:30pm,USD,Medium Impact Expected,Empire State Manufacturing Index,9.1,18.0,23.1
"Tue, Jan 16",9:00pm,CAD,High Impact Expected,BOC Rate Statement,,,
"Tue, Jan 16",9:00pm,CAD,High Impact Expected,Overnight Rate,4.25%,4.25%,4.25%
"Wed, Jan 17",4:45am,NZD,High Impact Expected,CPI q/q,-0.2%,-0.1%,0.7%
"Wed, Jan 17",4:45am,NZD,Low Impact Expected,FPI m/m,-0.5%,0.1%,
"Wed, Jan 17",6:30am,AUD,Low Impact Expected,MI Leading Index m/m,0.5%,0.5%,
"Wed, Jan 17",6:50am,JPY,Low Impact Expected,Current Account,1.95T,2.10T,2.02T
"Wed, Jan 17",12:00pm,JPY,Low Impact Expected,Consumer Confidence,45.9,48.0,48.7
"Wed, Jan 17",2:00pm,EUR,Low Impact Expected,German Final CPI m/m,0.8%,0.8%,0.8%
"Wed, Jan 17",4:30pm,GBP,High Impact Expected,Claimant Count Change,-5.5K,-5.0K,-7.9K
"Wed, Jan 17",4:30pm,GBP,Medium Impact Expected,Average Earnings Index 3m/y,4.1%,4.2%,4.1%
"Wed, Jan 17",4:30pm,GBP,Low Impact Expected,Unemployment Rate,5.5%,5.5%,5.5%
"Wed, Jan 17",5:00pm,EUR,Low Impact Expected,Final Core CPI y/y,1.5%,1.5%,1.5%
"Wed, Jan 17",5:00pm,EUR,Low Impact Expected,Final CPI y/y,1.9%,1.9%,1.9%
"Wed, Jan 17",5:00pm,EUR,Low Impact Expected,Trade Balance,4.5B,2.5B,2.4B
"Wed, Jan 17",8:30pm,USD,High Impact Expected,PPI m/m,0.9%,0.6%,2.0%
"Wed, Jan 17",8:30pm,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.1%,1.3%
"Wed, Jan 17",9:00pm,USD,High Impact Expected,TIC Long-Term Purchases,68.4B,82.5B,89.3B
"Wed, Jan 17",9:15pm,USD,Medium Impact Expected,Capacity Utilization Rate,81.8%,81.8%,81.6%
"Wed, Jan 17",9:15pm,USD,Medium Impact Expected,Industrial Production m/m,0.4%,0.1%,-0.1%
"Thu, Jan 18",1:00am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Thu, Jan 18",1:00am,USD,Low Impact Expected,NAHB Housing Market Index,35,33,33
"Thu, Jan 18",2:00am,USD,Medium Impact Expected,Beige Book,,,
"Thu, Jan 18",6:50am,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,-0.3%,0.0%,2.1%
"Thu, Jan 18",7:30am,AUD,Low Impact Expected,RBA Bulletin,,,
"Thu, Jan 18",10:45am,JPY,Low Impact Expected,30-y Bond Auction,2.38|3.3,2.52|3.0,
"Thu, Jan 18",11:00am,JPY,High Impact Expected,Overnight Call Rate,0.25%,0.50%,0.25%
"Thu, Jan 18",1:00pm,JPY,Low Impact Expected,BOJ Monthly Report,,,
"Thu, Jan 18",1:30pm,JPY,Medium Impact Expected,BOJ Press Conference,,,
"Thu, Jan 18",3:15pm,CHF,Medium Impact Expected,Retail Sales y/y,3.3%,1.6%,0.6%
"Thu, Jan 18",4:00pm,EUR,Low Impact Expected,Italian Trade Balance,-0.92B,-1.12B,-0.86B
"Thu, Jan 18",4:37pm,EUR,Low Impact Expected,Spanish 10-y Bond Auction,4.10|2.3,3.99|1.8,
"Thu, Jan 18",5:00pm,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-10.8,-23.7,
"Thu, Jan 18",5:00pm,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
"Thu, Jan 18",6:00pm,GBP,Medium Impact Expected,MPC Member Besley Speaks,,,
"Thu, Jan 18",8:30pm,CAD,Medium Impact Expected,Foreign Securities Purchases,11.00B,-2.48B,-4.18B
"Thu, Jan 18",8:30pm,CAD,Medium Impact Expected,Manufacturing Sales m/m,2.3%,2.0%,0.2%
"Thu, Jan 18",8:30pm,USD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.0%
"Thu, Jan 18",8:30pm,USD,High Impact Expected,CPI y/y,2.5%,2.3%,2.0%
"Thu, Jan 18",8:30pm,USD,Medium Impact Expected,Building Permits,1.60M,1.53M,1.51M
"Thu, Jan 18",8:30pm,USD,Medium Impact Expected,CPI m/m,0.5%,0.5%,0.0%
"Thu, Jan 18",8:30pm,USD,Medium Impact Expected,Housing Starts,1.64M,1.57M,1.57M
"Thu, Jan 18",8:30pm,USD,Low Impact Expected,Unemployment Claims,290K,315K,298K
"Thu, Jan 18",10:00pm,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
"Thu, Jan 18",10:30pm,CAD,High Impact Expected,BOC Monetary Policy Report,,,
"Thu, Jan 18",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,6.8M,0.1M,-5.0M
"Thu, Jan 18",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-89B,-79B,-49B
"Thu, Jan 18",11:15pm,CAD,High Impact Expected,BOC Press Conference,,,
"Fri, Jan 19",12:00am,USD,Medium Impact Expected,Philly Fed Manufacturing Index,8.3,3.0,-4.3
"Fri, Jan 19",4:45am,NZD,High Impact Expected,Core Retail Sales m/m,-0.1%,0.1%,0.1%
"Fri, Jan 19",4:45am,NZD,High Impact Expected,Retail Sales m/m,-0.2%,0.0%,0.3%
"Fri, Jan 19",7:30am,AUD,Low Impact Expected,Import Prices q/q,-3.2%,-1.5%,-0.3%
"Fri, Jan 19",4:30pm,GBP,High Impact Expected,Retail Sales m/m,1.1%,0.5%,0.2%
"Fri, Jan 19",4:30pm,GBP,Low Impact Expected,M4 Money Supply m/m,0.9%,0.6%,0.5%
"Fri, Jan 19",4:30pm,GBP,Low Impact Expected,Public Sector Net Borrowing,7.2B,7.4B,11.2B
"Fri, Jan 19",8:30pm,CAD,Medium Impact Expected,Wholesale Sales m/m,0.1%,0.5%,-0.4%
"Fri, Jan 19",10:00pm,USD,High Impact Expected,Prelim UoM Consumer Sentiment,98.0,92.5,91.7
"Fri, Jan 19",10:00pm,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.0%,2.9%,
"Mon, Jan 22",7:01am,GBP,Low Impact Expected,Rightmove HPI m/m,0.5%,-0.3%,
"Mon, Jan 22",7:30am,AUD,High Impact Expected,PPI q/q,0.2%,0.2%,1.0%
"Mon, Jan 22",7:30am,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,0.8%,-0.7%,
"Mon, Jan 22",2:00pm,EUR,Low Impact Expected,German PPI m/m,0.0%,0.1%,0.0%
"Mon, Jan 22",3:15pm,CHF,Medium Impact Expected,PPI m/m,0.0%,0.1%,0.0%
"Mon, Jan 22",6:00pm,EUR,Medium Impact Expected,German Buba Monthly Report,,,
"Tue, Jan 23",1:45pm,EUR,Medium Impact Expected,French Consumer Spending m/m,1.3%,0.3%,0.9%
"Tue, Jan 23",5:00pm,EUR,Medium Impact Expected,Industrial New Orders m/m,1.4%,1.0%,-0.5%
"Tue, Jan 23",6:00pm,GBP,Medium Impact Expected,CBI Industrial Order Expectations,-9,-5,-5
"Tue, Jan 23",7:00pm,CAD,High Impact Expected,Core CPI m/m,-0.2%,0.0%,0.3%
"Tue, Jan 23",7:00pm,CAD,Medium Impact Expected,CPI m/m,0.2%,0.2%,0.2%
"Tue, Jan 23",8:30pm,CAD,High Impact Expected,Core Retail Sales m/m,0.1%,0.5%,-0.8%
"Tue, Jan 23",8:30pm,CAD,Medium Impact Expected,Retail Sales m/m,0.2%,0.9%,-0.8%
"Tue, Jan 23",8:30pm,CAD,Low Impact Expected,Leading Index m/m,0.3%,0.4%,0.5%
"Tue, Jan 23",10:00pm,USD,Low Impact Expected,CB Leading Index m/m,0.3%,0.2%,0.0%
"Tue, Jan 23",10:00pm,USD,Low Impact Expected,Richmond Manufacturing Index,-11,-8,-6
"Wed, Jan 24",2:00am,GBP,Medium Impact Expected,BOE Gov King Speaks,,,
"Wed, Jan 24",6:00am,AUD,Low Impact Expected,CB Leading Index m/m,0.2%,0.3%,
"Wed, Jan 24",6:50am,JPY,Medium Impact Expected,Monetary Policy Meeting Minutes,,,
"Wed, Jan 24",6:50am,JPY,Low Impact Expected,All Industries Activity m/m,-0.2%,0.0%,1.7%
"Wed, Jan 24",7:30am,AUD,High Impact Expected,CPI q/q,-0.1%,0.2%,0.9%
"Wed, Jan 24",7:30am,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,0.5%,0.7%,0.7%
"Wed, Jan 24",8:00am,NZD,Low Impact Expected,Credit Card Spending y/y,10.1%,7.8%,
"Wed, Jan 24",Day 1,All,Medium Impact Expected,WEF Annual Meetings,,,
"Wed, Jan 24",4:30pm,GBP,High Impact Expected,MPC Official Bank Rate Votes,5-0-4,8-0-1,0-0-9
"Wed, Jan 24",4:30pm,GBP,High Impact Expected,Prelim GDP q/q,0.8%,0.7%,0.7%
"Wed, Jan 24",4:30pm,GBP,Low Impact Expected,Index of Services 3m/3m,1.0%,0.9%,1.0%
"Wed, Jan 24",5:12pm,EUR,Low Impact Expected,German 30-y Bond Auction,4.11|1.2,4.23|1.5,
"Wed, Jan 24",9:00pm,EUR,Medium Impact Expected,Belgian NBB Business Climate,2.1,2.6,2.5
"Wed, Jan 24",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,0.7M,1.3M,6.8M
"Thu, Jan 25",3:00am,NZD,High Impact Expected,Official Cash Rate,7.25%,7.25%,7.25%
"Thu, Jan 25",3:00am,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Thu, Jan 25",6:00am,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,54.2,55.1,
"Thu, Jan 25",6:50am,JPY,Low Impact Expected,Trade Balance,0.66T,0.87T,0.98T
"Thu, Jan 25",9:00am,CNY,High Impact Expected,GDP q/y,10.4%,10.2%,10.6%
"Thu, Jan 25",9:00am,CNY,High Impact Expected,Industrial Production y/y,14.7%,15.0%,14.9%
"Thu, Jan 25",9:00am,CNY,Medium Impact Expected,CPI y/y,2.8%,1.9%,1.9%
"Thu, Jan 25",9:00am,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,24.5%,26.3%,26.6%
"Thu, Jan 25",9:00am,CNY,Medium Impact Expected,NBS Press Conference,,,
"Thu, Jan 25",9:00am,CNY,Medium Impact Expected,PPI y/y,3.1%,2.9%,2.8%
"Thu, Jan 25",9:00am,CNY,Low Impact Expected,Retail Sales y/y,14.6%,14.3%,14.1%
"Thu, Jan 25",2:00pm,EUR,Low Impact Expected,German GfK Consumer Climate,4.8,8.6,8.5
"Thu, Jan 25",4:00pm,EUR,High Impact Expected,German ifo Business Climate,107.9,108.9,108.7
"Thu, Jan 25",4:00pm,EUR,Low Impact Expected,Current Account,-2.0B,0.7B,1.8B
"Thu, Jan 25",Day 2,All,Medium Impact Expected,WEF Annual Meetings,,,
"Thu, Jan 25",5:00pm,EUR,Low Impact Expected,Italian Retail Sales m/m,0.3%,0.1%,-0.1%
"Thu, Jan 25",8:30pm,USD,Low Impact Expected,Unemployment Claims,325K,310K,289K
"Thu, Jan 25",10:00pm,USD,High Impact Expected,Existing Home Sales,6.22M,6.25M,6.27M
"Thu, Jan 25",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-179B,-174B,-89B
"Fri, Jan 26",All Day,AUD,Non-Economic,Bank Holiday,,,
"Fri, Jan 26",6:00am,NZD,Medium Impact Expected,RBNZ Gov Bollard Speaks,,,
"Fri, Jan 26",6:30am,JPY,Medium Impact Expected,Tokyo Core CPI y/y,0.2%,0.2%,0.2%
