Date,Time,Currency,Impact,Event,Actual,Forecast,Previous
"Sat, Jan 5",11:15pm,USD,Medium Impact Expected,FOMC Member Kohn Speaks,,,
"Mon, Jan 7",4:45am,NZD,High Impact Expected,Trade Balance,-646M,-473M,-717M
"Mon, Jan 7",6:50am,JPY,Low Impact Expected,Monetary Base y/y,0.4%,0.7%,1.0%
"Mon, Jan 7",1:45pm,CHF,Low Impact Expected,Unemployment Rate,2.6%,2.6%,2.6%
"Mon, Jan 7",3:00pm,CHF,Low Impact Expected,Foreign Currency Reserves,50B,49B,
"Mon, Jan 7",4:30pm,EUR,Low Impact Expected,Sentix Investor Confidence,8.2,10.5,11.9
"Mon, Jan 7",5:00pm,EUR,Low Impact Expected,Consumer Confidence,-9,-8,-8
"Mon, Jan 7",5:00pm,EUR,Low Impact Expected,PPI m/m,0.8%,0.7%,0.7%
"Mon, Jan 7",5:00pm,EUR,Low Impact Expected,Unemployment Rate,7.2%,7.2%,7.2%
"Mon, Jan 7",7:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Tue, Jan 8",2:00am,USD,Low Impact Expected,Treasury Sec Paulson Speaks,,,
"Tue, Jan 8",5:30am,AUD,Low Impact Expected,AIG Construction Index,59.2,53.2,
"Tue, Jan 8",7:01am,GBP,Medium Impact Expected,BRC Retail Sales Monitor y/y,0.3%,1.2%,
"Tue, Jan 8",7:30am,AUD,High Impact Expected,Building Approvals m/m,8.9%,0.0%,-3.6%
"Tue, Jan 8",3:00pm,GBP,High Impact Expected,Halifax HPI m/m,1.3%,-0.5%,-1.1%
"Tue, Jan 8",5:00pm,EUR,Low Impact Expected,Retail Sales m/m,-0.5%,0.4%,-0.7%
"Tue, Jan 8",6:00pm,EUR,Medium Impact Expected,German Factory Orders m/m,3.4%,-1.6%,4.0%
"Tue, Jan 8",7:30pm,USD,Low Impact Expected,NFIB Small Business Index,94.6,94.4,
"Tue, Jan 8",8:20pm,USD,Medium Impact Expected,FOMC Member Plosser Speaks,,,
"Tue, Jan 8",10:00pm,USD,High Impact Expected,Pending Home Sales m/m,-2.6%,-0.7%,3.7%
"Tue, Jan 8",10:00pm,USD,Low Impact Expected,RCM/TIPP Economic Optimism,43.2,43.1,44.4
"Wed, Jan 9",12:05am,CAD,Low Impact Expected,Gov Council Member Kennedy Speaks,,,
"Wed, Jan 9",3:00am,USD,Low Impact Expected,Consumer Credit m/m,15.4B,7.5B,2.0B
"Wed, Jan 9",7:01am,GBP,Low Impact Expected,Nationwide Consumer Confidence,85,85,86
"Wed, Jan 9",7:30am,AUD,High Impact Expected,Retail Sales m/m,0.8%,0.5%,0.3%
"Wed, Jan 9",9:00am,NZD,Low Impact Expected,ANZ Commodity Prices m/m,0.0%,0.8%,
"Wed, Jan 9",10:45am,JPY,Low Impact Expected,10-y Bond Auction,1.44|2.5,1.48|3.2,
"Wed, Jan 9",2:00pm,EUR,Medium Impact Expected,German Retail Sales m/m,-1.3%,1.0%,-2.3%
"Wed, Jan 9",2:00pm,EUR,Low Impact Expected,German Trade Balance,19.8B,17.0B,18.3B
"Wed, Jan 9",2:45pm,EUR,Low Impact Expected,French Trade Balance,-4.8B,-3.6B,-3.6B
"Wed, Jan 9",5:00pm,EUR,Low Impact Expected,Final GDP q/q,0.8%,0.7%,0.7%
"Wed, Jan 9",5:35pm,GBP,Low Impact Expected,BRC Shop Price Index y/y,1.0%,1.1%,
"Wed, Jan 9",6:00pm,EUR,Medium Impact Expected,German Industrial Production m/m,-0.9%,0.3%,0.1%
"Wed, Jan 9",8:15pm,CAD,High Impact Expected,Housing Starts,188K,220K,233K
"Wed, Jan 9",10:30pm,GBP,Low Impact Expected,CB Leading Index m/m,-0.3%,0.1%,
"Wed, Jan 9",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,-6.7M,-2.1M,-4.0M
"Thu, Jan 10",7:30am,AUD,High Impact Expected,Goods Trade Balance,-2.25B,-2.54B,-2.86B
"Thu, Jan 10",12:00pm,JPY,Low Impact Expected,Leading Indicators,10.0%,10.0%,18.2%
"Thu, Jan 10",2:45pm,EUR,Medium Impact Expected,French Industrial Production m/m,-1.5%,-0.5%,2.1%
"Thu, Jan 10",2:45pm,EUR,Low Impact Expected,French Gov Budget Balance,-54.7B,-52.2B,
"Thu, Jan 10",4:30pm,GBP,Medium Impact Expected,Goods Trade Balance,-7.4B,-7.2B,-7.4B
"Thu, Jan 10",7:00pm,GBP,High Impact Expected,Official Bank Rate,5.50%,5.50%,5.50%
"Thu, Jan 10",7:45pm,EUR,Medium Impact Expected,Main Refinancing Rate,4.00%,4.00%,4.00%
"Thu, Jan 10",8:30pm,CAD,Medium Impact Expected,Building Permits m/m,-9.9%,-1.9%,7.3%
"Thu, Jan 10",8:30pm,CAD,Low Impact Expected,NHPI m/m,0.5%,0.2%,0.1%
"Thu, Jan 10",8:30pm,EUR,High Impact Expected,ECB Press Conference,,,
"Thu, Jan 10",8:30pm,USD,Medium Impact Expected,Unemployment Claims,322K,340K,337K
"Thu, Jan 10",10:00pm,USD,Low Impact Expected,Final Wholesale Inventories m/m,0.6%,0.4%,0.0%
"Thu, Jan 10",10:00pm,USD,Low Impact Expected,JOLTS Job Openings,4.02M,4.06M,
"Thu, Jan 10",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-171B,-163B,-87B
"Fri, Jan 11",12:16am,USD,High Impact Expected,Fed Chairman Bernanke Speaks,,,
"Fri, Jan 11",6:50am,JPY,Low Impact Expected,Bank Lending y/y,0.1%,0.6%,
"Fri, Jan 11",6:50am,JPY,Low Impact Expected,M2 Money Stock y/y,2.1%,2.0%,2.0%
"Fri, Jan 11",9:00am,CNY,Medium Impact Expected,New Loans,49B,87B,
"Fri, Jan 11",9:00am,CNY,Low Impact Expected,M2 Money Supply y/y,16.7%,18.2%,18.5%
"Fri, Jan 11",11:00am,CNY,High Impact Expected,USD-Denominated Trade Balance,22.7B,24.4B,26.3B
"Fri, Jan 11",12:00pm,JPY,Low Impact Expected,Economy Watchers Sentiment,36.6,39.0,38.8
"Fri, Jan 11",2:00pm,EUR,Low Impact Expected,German WPI m/m,-0.5%,0.5%,1.0%
"Fri, Jan 11",4:30pm,GBP,High Impact Expected,Manufacturing Production m/m,-0.1%,0.1%,0.3%
"Fri, Jan 11",4:30pm,GBP,Low Impact Expected,Industrial Production m/m,-0.1%,0.1%,0.5%
"Fri, Jan 11",7:00pm,CAD,High Impact Expected,Employment Change,-18.7K,15.0K,42.6K
"Fri, Jan 11",7:00pm,CAD,High Impact Expected,Unemployment Rate,5.9%,5.9%,5.9%
"Fri, Jan 11",8:30pm,CAD,High Impact Expected,Trade Balance,3.7B,3.2B,3.1B
"Fri, Jan 11",8:30pm,USD,High Impact Expected,Trade Balance,-63.1B,-59.5B,-57.8B
"Fri, Jan 11",8:30pm,USD,Medium Impact Expected,Import Prices m/m,0.0%,0.0%,3.3%
"Sat, Jan 12",12:45am,USD,Medium Impact Expected,FOMC Member Mishkin Speaks,,,
"Sat, Jan 12",2:00am,USD,Medium Impact Expected,Federal Budget Balance,48.3B,50.0B,-98.2B
"Sat, Jan 12",7:01am,GBP,Low Impact Expected,NIESR GDP Estimate,0.5%,0.5%,
"Sun, Jan 13",12:00am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Mon, Jan 14",4:45am,NZD,Medium Impact Expected,Building Consents m/m,-0.1%,-4.6%,
"Mon, Jan 14",6:30am,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.6%,0.3%,
"Mon, Jan 14",All Day,JPY,Non-Economic,Bank Holiday,,,
"Mon, Jan 14",7:30am,AUD,Medium Impact Expected,ANZ Job Advertisements m/m,7.1%,0.7%,
"Mon, Jan 14",4:00pm,EUR,Low Impact Expected,Italian Industrial Production m/m,-0.9%,0.3%,-0.6%
"Mon, Jan 14",4:30pm,GBP,High Impact Expected,PPI Input m/m,0.5%,0.8%,2.0%
"Mon, Jan 14",4:30pm,GBP,Low Impact Expected,ONS HPI y/y,9.5%,10.5%,11.3%
"Mon, Jan 14",4:30pm,GBP,Low Impact Expected,PPI Output m/m,0.5%,0.3%,0.6%
"Mon, Jan 14",5:00pm,EUR,Medium Impact Expected,Industrial Production m/m,-0.5%,-0.7%,0.5%
"Mon, Jan 14",8:30pm,CAD,Low Impact Expected,New Motor Vehicle Sales m/m,-2.9%,-0.9%,-1.9%
"Mon, Jan 14",10:30pm,CAD,High Impact Expected,BOC Business Outlook Survey,,,
"Tue, Jan 15",4:05am,NZD,High Impact Expected,NZIER Business Confidence,-26,-27,
"Tue, Jan 15",2:45pm,EUR,Low Impact Expected,French Final CPI m/m,0.4%,0.3%,0.5%
"Tue, Jan 15",4:30pm,GBP,High Impact Expected,CPI y/y,2.1%,2.0%,2.1%
"Tue, Jan 15",4:30pm,GBP,Medium Impact Expected,Core CPI y/y,1.4%,1.5%,1.4%
"Tue, Jan 15",4:30pm,GBP,Low Impact Expected,RPI y/y,4.0%,4.0%,4.3%
"Tue, Jan 15",5:00pm,EUR,Medium Impact Expected,German ZEW Economic Sentiment,-41.6,-40.0,-37.2
"Tue, Jan 15",5:00pm,EUR,Low Impact Expected,ZEW Economic Sentiment,-41.7,-37.8,-35.7
"Tue, Jan 15",8:30pm,USD,High Impact Expected,Core Retail Sales m/m,-0.4%,-0.1%,1.7%
"Tue, Jan 15",8:30pm,USD,High Impact Expected,PPI m/m,-0.1%,0.2%,3.2%
"Tue, Jan 15",8:30pm,USD,High Impact Expected,Retail Sales m/m,-0.4%,0.0%,1.0%
"Tue, Jan 15",8:30pm,USD,Medium Impact Expected,Core PPI m/m,0.2%,0.2%,0.4%
"Tue, Jan 15",8:30pm,USD,Medium Impact Expected,Empire State Manufacturing Index,9.0,10.1,10.3
"Tue, Jan 15",10:00pm,USD,Medium Impact Expected,Business Inventories m/m,0.4%,0.4%,0.1%
"Wed, Jan 16",12:00am,CHF,Medium Impact Expected,Gov Board Member Jordan Speaks,,,
"Wed, Jan 16",6:30am,AUD,Medium Impact Expected,Westpac Consumer Sentiment,-8.3%,1.8%,
"Wed, Jan 16",6:50am,JPY,Medium Impact Expected,Core Machinery Orders m/m,-2.8%,-4.3%,12.7%
"Wed, Jan 16",6:50am,JPY,Low Impact Expected,Current Account,2.16T,1.87T,2.56T
"Wed, Jan 16",6:50am,JPY,Low Impact Expected,PPI y/y,2.6%,2.3%,2.3%
"Wed, Jan 16",7:01am,GBP,Medium Impact Expected,RICS House Price Balance,-49%,-45%,-41%
"Wed, Jan 16",7:30am,AUD,Medium Impact Expected,Home Loans m/m,4.0%,0.9%,-0.5%
"Wed, Jan 16",1:00pm,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,3.3%,13.0%,
"Wed, Jan 16",2:00pm,EUR,Low Impact Expected,German Final CPI m/m,0.5%,0.5%,0.5%
"Wed, Jan 16",4:30pm,GBP,High Impact Expected,Average Earnings Index 3m/y,4.0%,3.9%,4.0%
"Wed, Jan 16",4:30pm,GBP,Medium Impact Expected,Claimant Count Change,-6.4K,-5.0K,-10.0K
"Wed, Jan 16",4:30pm,GBP,Low Impact Expected,Unemployment Rate,5.3%,5.3%,5.3%
"Wed, Jan 16",5:00pm,EUR,Medium Impact Expected,Final Core CPI y/y,1.9%,1.9%,1.9%
"Wed, Jan 16",5:00pm,EUR,Medium Impact Expected,Final CPI y/y,3.1%,3.1%,3.1%
"Wed, Jan 16",8:30pm,USD,High Impact Expected,Core CPI m/m,0.2%,0.2%,0.3%
"Wed, Jan 16",8:30pm,USD,High Impact Expected,CPI y/y,4.1%,4.1%,4.3%
"Wed, Jan 16",8:30pm,USD,Medium Impact Expected,CPI m/m,0.3%,0.2%,0.8%
"Wed, Jan 16",9:00pm,USD,High Impact Expected,TIC Long-Term Purchases,90.9B,70.0B,114.0B
"Wed, Jan 16",9:15pm,USD,Medium Impact Expected,Capacity Utilization Rate,81.4%,81.2%,81.6%
"Wed, Jan 16",9:15pm,USD,Medium Impact Expected,Industrial Production m/m,0.0%,-0.1%,0.3%
"Wed, Jan 16",10:30pm,USD,Low Impact Expected,Crude Oil Inventories,4.3M,1.3M,-6.7M
"Thu, Jan 17",1:00am,USD,Low Impact Expected,NAHB Housing Market Index,19,19,18
"Thu, Jan 17",1:55am,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Thu, Jan 17",2:00am,USD,Medium Impact Expected,Beige Book,,,
"Thu, Jan 17",4:30am,AUD,Low Impact Expected,MI Inflation Expectations,4.4%,4.1%,
"Thu, Jan 17",4:45am,NZD,High Impact Expected,CPI q/q,1.2%,1.0%,0.5%
"Thu, Jan 17",4:45am,NZD,Low Impact Expected,FPI m/m,0.9%,0.4%,
"Thu, Jan 17",7:30am,AUD,High Impact Expected,Employment Change,20.1K,20.0K,47.6K
"Thu, Jan 17",7:30am,AUD,Medium Impact Expected,Unemployment Rate,4.3%,4.4%,4.5%
"Thu, Jan 17",11:30am,JPY,Low Impact Expected,Revised Industrial Production m/m,-1.6%,-1.6%,-1.6%
"Thu, Jan 17",4:00pm,EUR,Medium Impact Expected,ECB Monthly Bulletin,,,
"Thu, Jan 17",5:00pm,CHF,Medium Impact Expected,Credit Suisse Economic Expectations,-32.7,-29.7,
"Thu, Jan 17",5:00pm,EUR,Low Impact Expected,Trade Balance,2.7B,3.8B,3.0B
"Thu, Jan 17",8:00pm,GBP,Medium Impact Expected,MPC Member Gieve Speaks,,,
"Thu, Jan 17",8:15pm,USD,Medium Impact Expected,FOMC Member Pianalto Speaks,,,
"Thu, Jan 17",8:30pm,CAD,Medium Impact Expected,Foreign Securities Purchases,-4.84B,1.56B,-24.25B
"Thu, Jan 17",8:30pm,USD,High Impact Expected,Building Permits,1.07M,1.14M,1.16M
"Thu, Jan 17",8:30pm,USD,Medium Impact Expected,Housing Starts,1.01M,1.15M,1.17M
"Thu, Jan 17",8:30pm,USD,Medium Impact Expected,Unemployment Claims,301K,330K,322K
"Thu, Jan 17",9:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Thu, Jan 17",10:00pm,USD,High Impact Expected,Fed Chairman Bernanke Testifies,,,
"Thu, Jan 17",10:00pm,USD,Medium Impact Expected,Philly Fed Manufacturing Index,-20.9,-1.0,-5.7
"Thu, Jan 17",10:30pm,USD,Low Impact Expected,Natural Gas Storage,-59B,-60B,-171B
"Fri, Jan 18",12:30am,USD,Medium Impact Expected,FOMC Member Fisher Speaks,,,
"Fri, Jan 18",4:45am,NZD,High Impact Expected,Core Retail Sales m/m,0.9%,0.7%,-1.0%
"Fri, Jan 18",4:45am,NZD,High Impact Expected,Retail Sales m/m,2.0%,0.7%,-0.6%
"Fri, Jan 18",6:50am,JPY,Medium Impact Expected,Tertiary Industry Activity m/m,0.1%,-0.4%,1.2%
"Fri, Jan 18",7:30am,AUD,Low Impact Expected,Import Prices q/q,0.2%,-0.1%,-0.8%
"Fri, Jan 18",7:30am,AUD,Low Impact Expected,RBA Bulletin,,,
"Fri, Jan 18",10:45am,JPY,Low Impact Expected,30-y Bond Auction,2.30|3.8,2.49|3.8,
"Fri, Jan 18",12:00pm,JPY,Low Impact Expected,Consumer Confidence,38.0,38.5,39.8
"Fri, Jan 18",4:30pm,GBP,High Impact Expected,Retail Sales m/m,-0.4%,0.2%,0.4%
"Fri, Jan 18",5:00pm,EUR,Low Impact Expected,Italian Trade Balance,-0.05B,-0.43B,0.46B
"Fri, Jan 18",8:20pm,AUD,High Impact Expected,RBA Gov Stevens Speaks,,,
"Fri, Jan 18",8:30pm,CAD,Medium Impact Expected,Manufacturing Sales m/m,1.1%,0.5%,0.0%
"Fri, Jan 18",10:00pm,USD,High Impact Expected,Prelim UoM Consumer Sentiment,80.5,74.8,75.5
"Fri, Jan 18",10:00pm,USD,Low Impact Expected,CB Leading Index m/m,-0.2%,-0.1%,-0.4%
"Fri, Jan 18",10:00pm,USD,Low Impact Expected,Prelim UoM Inflation Expectations,3.4%,3.4%,
"Fri, Jan 18",10:30pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Mon, Jan 21",7:01am,GBP,Medium Impact Expected,Rightmove HPI m/m,-0.8%,-3.2%,
"Mon, Jan 21",7:30am,AUD,High Impact Expected,PPI q/q,0.6%,1.1%,1.1%
"Mon, Jan 21",11:05am,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,13.6%,13.7%,
"Mon, Jan 21",2:00pm,EUR,Medium Impact Expected,German PPI m/m,-0.1%,0.3%,0.8%
"Mon, Jan 21",3:15pm,CHF,Medium Impact Expected,PPI m/m,-0.1%,0.2%,0.3%
"Mon, Jan 21",All Day,EUR,Low Impact Expected,Eurogroup Meetings,,,
"Mon, Jan 21",4:30pm,GBP,Low Impact Expected,M4 Money Supply m/m,1.5%,0.5%,0.4%
"Mon, Jan 21",4:30pm,GBP,Low Impact Expected,Public Sector Net Borrowing,7.8B,7.0B,11.4B
"Mon, Jan 21",6:00pm,EUR,Medium Impact Expected,German Buba Monthly Report,,,
"Mon, Jan 21",All Day,USD,Non-Economic,Bank Holiday,,,
"Mon, Jan 21",8:30pm,CAD,Medium Impact Expected,Wholesale Sales m/m,0.3%,0.5%,0.4%
"Tue, Jan 22",7:30am,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,1.1%,1.5%,
"Tue, Jan 22",10:19am,JPY,Medium Impact Expected,Overnight Call Rate,0.50%,0.50%,0.50%
"Tue, Jan 22",1:00pm,JPY,Low Impact Expected,BOJ Monthly Report,,,
"Tue, Jan 22",2:16pm,JPY,High Impact Expected,BOJ Press Conference,,,
"Tue, Jan 22",3:15pm,CHF,High Impact Expected,Retail Sales y/y,2.9%,3.9%,6.1%
"Tue, Jan 22",All Day,EUR,Low Impact Expected,ECOFIN Meetings,,,
"Tue, Jan 22",6:00pm,GBP,Medium Impact Expected,CBI Industrial Order Expectations,2,-3,2
"Tue, Jan 22",8:00pm,USD,Low Impact Expected,Treasury Sec Paulson Speaks,,,
"Tue, Jan 22",8:20pm,USD,High Impact Expected,Federal Funds Rate,3.50%,4.25%,
"Tue, Jan 22",8:20pm,USD,High Impact Expected,FOMC Statement,,,
"Tue, Jan 22",8:30pm,CAD,High Impact Expected,Core Retail Sales m/m,1.7%,0.4%,0.1%
"Tue, Jan 22",8:30pm,CAD,Medium Impact Expected,Retail Sales m/m,0.7%,0.2%,0.3%
"Tue, Jan 22",9:00pm,CAD,High Impact Expected,BOC Rate Statement,,,
"Tue, Jan 22",9:00pm,CAD,High Impact Expected,Overnight Rate,4.00%,4.00%,4.25%
"Tue, Jan 22",10:00pm,USD,Low Impact Expected,Richmond Manufacturing Index,-8,-3,-4
"Wed, Jan 23",2:40am,USD,Low Impact Expected,President Bush Speaks,,,
"Wed, Jan 23",3:10am,GBP,High Impact Expected,BOE Gov King Speaks,,,
"Wed, Jan 23",6:30am,AUD,Low Impact Expected,MI Leading Index m/m,1.0%,0.5%,
"Wed, Jan 23",7:30am,AUD,High Impact Expected,CPI q/q,0.9%,1.0%,0.7%
"Wed, Jan 23",7:30am,AUD,Medium Impact Expected,Trimmed Mean CPI q/q,1.0%,0.8%,0.9%
"Wed, Jan 23",2:45pm,EUR,Medium Impact Expected,French Consumer Spending m/m,2.0%,0.7%,0.1%
"Wed, Jan 23",3:00pm,EUR,Medium Impact Expected,ECB President Trichet Speaks,,,
"Wed, Jan 23",4:00pm,EUR,Medium Impact Expected,Flash Manufacturing PMI,52.6,52.0,52.6
"Wed, Jan 23",4:00pm,EUR,Low Impact Expected,Flash Services PMI,52.0,52.8,53.1
"Wed, Jan 23",Day 1,All,Medium Impact Expected,WEF Annual Meetings,,,
"Wed, Jan 23",4:30pm,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-1-8,0-1-8,0-9-0
"Wed, Jan 23",4:30pm,GBP,High Impact Expected,Prelim GDP q/q,0.6%,0.5%,0.7%
"Wed, Jan 23",4:30pm,GBP,Low Impact Expected,Index of Services 3m/3m,0.6%,0.6%,0.6%
"Wed, Jan 23",5:00pm,EUR,Medium Impact Expected,Industrial New Orders m/m,2.7%,1.1%,2.5%
"Wed, Jan 23",5:09pm,EUR,Low Impact Expected,German 30-y Bond Auction,4.45|2.1,4.52|2.5,
"Wed, Jan 23",8:30pm,CAD,Low Impact Expected,Leading Index m/m,-0.1%,0.0%,0.0%
"Thu, Jan 24",3:00am,NZD,High Impact Expected,Official Cash Rate,8.25%,8.25%,8.25%
"Thu, Jan 24",3:00am,NZD,High Impact Expected,RBNZ Rate Statement,,,
"Thu, Jan 24",6:00am,NZD,Low Impact Expected,BusinessNZ Manufacturing Index,53.8,56.7,
"Thu, Jan 24",6:50am,JPY,Low Impact Expected,All Industries Activity m/m,-0.5%,-0.4%,1.2%
"Thu, Jan 24",6:50am,JPY,Low Impact Expected,Trade Balance,0.64T,0.70T,0.83T
"Thu, Jan 24",9:00am,CNY,High Impact Expected,GDP q/y,11.2%,11.3%,11.5%
"Thu, Jan 24",9:00am,CNY,Medium Impact Expected,CPI y/y,6.5%,6.5%,6.9%
"Thu, Jan 24",9:00am,CNY,Medium Impact Expected,Fixed Asset Investment ytd/y,25.8%,26.4%,26.8%
"Thu, Jan 24",9:00am,CNY,Medium Impact Expected,Industrial Production y/y,17.4%,17.2%,17.3%
"Thu, Jan 24",9:00am,CNY,Medium Impact Expected,NBS Press Conference,,,
"Thu, Jan 24",9:00am,CNY,Medium Impact Expected,PPI y/y,5.4%,4.8%,4.6%
"Thu, Jan 24",9:00am,CNY,Low Impact Expected,Retail Sales y/y,20.2%,18.7%,18.8%
